0.271857623,0.375706768,0.278593302,0.358159639,0.070294928,0.565072136,0.942437756,0.917547228,0.611409482,0.502456573,0.854957195,0.215076918
0.504497036,0.375706768,0.452560269,0.358159639,0.97170926,0.565072136,0.873260422,0.121988382,0.861758893,0.535834674,0.701359966,0.664605897
0.504497036,0.249591721,0.089662629,0.711632821,0.15627859,0.13124568,0.648012922,0.121988382,0.856367773,0.958700563,0.701359966,0.280581335
0.188544343,0.992240042,0.391318054,0.067042396,0.217407902,0.309147451,0.379297631,0.211154773,0.618772474,0.802589964,0.605630128,0.807702199
0.334556454,0.683928688,0.760834725,0.711632821,0.976259076,0.13124568,0.898855509,0.121988382,0.856367773,0.078058307,0.93100088,0.661737957
0.334556454,0.168330795,0.622843292,0.121280766,0.026470659,0.799977259,0.539010557,0.267397302,0.342855154,0.476147094,0.93100088,0.661737957
0.504497036,0.993383531,0.089662629,0.077371323,0.217407902,0.13124568,0.379297631,0.211154773,0.856367773,0.663757765,0.605630128,0.664605897
0.000771964,0.168330795,0.089662629,0.711632821,0.026470659,0.134309021,0.534893916,0.11304362,0.856367773,0.476147094,0.629782879,0.610960493
0.184874104,0.444388999,0.262227431,1.007919598,0.860761152,0.202639676,0.336702989,0.112701033,0.50228697,0.513965349,0.215441591,0.18065525
0.81637994,0.168330795,0.622843292,0.660673643,0.437499823,0.135576445,0.295646687,0.267397302,0.471468298,0.476147094,0.181578001,0.318737649
0.188544343,0.993383531,0.391318054,0.066909946,0.217407902,0.309147451,0.379297631,0.211154773,0.618772474,0.802589964,0.605630128,0.807702199
0.081244868,0.661912261,0.278593302,0.56519382,0.070294928,0.041271614,0.942437756,0.917547228,0.728115539,0.168649486,0.771811486,0.215076918
0.000771964,0.168330795,0.622843292,0.562708774,0.026470659,0.135576445,0.539010557,0.267397302,0.342855154,0.476147094,0.663119691,0.610960493
0.131505856,0.249591721,0.133571701,0.266263621,0.886428623,0.232447076,0.648012922,0.588893194,0.424817768,0.958700563,0.0420975,0.280581335
0.334556454,0.524201303,0.760834725,0.121280766,0.976259076,0.799977259,0.898855509,0.521874035,0.333020206,0.07824349,0.93100088,0.661737957
0.772522093,0.715176798,0.457974918,0.660673643,0.437499823,0.801798696,0.295646687,0.945796586,0.471468298,0.193143699,0.181578001,0.318737649
0.271857623,0.375706768,0.452560269,0.358159639,0.97170926,0.565072136,0.577485227,0.632861383,0.611409482,0.502456573,0.854957195,0.839193898
